,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,type
6115,NVDA250620P00055500,2024-12-05 19:22:07+00:00,55.5,0.43,0.47,0.49,0.0,0.0,1.0,1803.0,0.7041045214843751,False,REGULAR,USD,2025-06-20,put
6116,NVDA250620P00056000,2024-11-12 19:51:45+00:00,56.0,0.52,0.53,0.56,0.0,0.0,1.0,6138.0,0.7133817724609376,False,REGULAR,USD,2025-06-20,put
6117,NVDA250620P00056500,2024-12-10 19:04:31+00:00,56.5,0.54,0.5,0.52,0.0,0.0,8.0,594.0,0.6992217578125001,False,REGULAR,USD,2025-06-20,put
6118,NVDA250620P00057000,2024-11-27 20:00:07+00:00,57.0,0.48,0.51,0.53,0.0,0.0,21.0,8715.0,0.6953155468750001,False,REGULAR,USD,2025-06-20,put
6119,NVDA250620P00057500,2024-11-06 20:40:32+00:00,57.5,0.65,0.5,0.53,0.0,0.0,12.0,2327.0,0.6879914013671876,False,REGULAR,USD,2025-06-20,put
6120,NVDA250620P00058000,2024-12-24 14:39:32+00:00,58.0,0.57,0.54,0.55,0.0,0.0,1.0,2830.0,0.6884796777343751,False,REGULAR,USD,2025-06-20,put
6121,NVDA250620P00058500,2024-12-26 19:14:06+00:00,58.5,0.56,0.55,0.57,0.030000031,5.6603837,1.0,3778.0,0.6860382958984376,False,REGULAR,USD,2025-06-20,put
6122,NVDA250620P00059000,2024-12-20 16:58:35+00:00,59.0,0.71,0.56,0.58,0.0,0.0,201.0,3067.0,0.6821320849609377,False,REGULAR,USD,2025-06-20,put
6123,NVDA250620P00059500,2024-12-20 17:01:59+00:00,59.5,0.73,0.58,0.59,0.0,0.0,100.0,1563.0,0.6792024267578126,False,REGULAR,USD,2025-06-20,put
6124,NVDA250620P00060000,2024-12-24 16:04:43+00:00,60.0,0.58,0.59,0.61,0.0,0.0,16.0,24298.0,0.6762727685546877,False,REGULAR,USD,2025-06-20,put
6125,NVDA250620P00060500,2024-12-13 15:21:43+00:00,60.5,0.61,0.6,0.63,0.0,0.0,30.0,1054.0,0.6733431103515627,False,REGULAR,USD,2025-06-20,put
6126,NVDA250620P00061000,2024-12-19 16:34:19+00:00,61.0,0.77,0.62,0.64,0.0,0.0,11.0,2612.0,0.6704134521484376,False,REGULAR,USD,2025-06-20,put
6127,NVDA250620P00061500,2024-12-20 14:48:12+00:00,61.5,0.92,0.63,0.66,0.0,0.0,2.0,1517.0,0.667239655761719,False,REGULAR,USD,2025-06-20,put
6128,NVDA250620P00062000,2024-12-20 16:18:08+00:00,62.0,0.83,0.65,0.67,0.0,0.0,5.0,2381.0,0.6640658593750002,False,REGULAR,USD,2025-06-20,put
6129,NVDA250620P00062500,2024-12-20 20:46:26+00:00,62.5,0.83,0.66,0.68,0.0,0.0,3.0,8047.0,0.6601596484375001,False,REGULAR,USD,2025-06-20,put
6130,NVDA250620P00063000,2024-12-11 17:39:40+00:00,63.0,0.65,0.67,0.7,0.0,0.0,1.0,2255.0,0.657229990234375,False,REGULAR,USD,2025-06-20,put
6131,NVDA250620P00063500,2024-11-11 15:13:40+00:00,63.5,0.87,0.68,0.7,0.0,0.0,31.0,4795.0,0.6521030883789063,False,REGULAR,USD,2025-06-20,put
6132,NVDA250620P00064000,2024-12-11 19:11:29+00:00,64.0,0.69,0.7,0.73,0.0,0.0,150.0,1898.0,0.6508823974609376,False,REGULAR,USD,2025-06-20,put
6133,NVDA250620P00064500,2024-10-21 19:38:40+00:00,64.5,1.19,0.74,0.79,0.0,0.0,11.0,778.0,0.6535679174804689,False,REGULAR,USD,2025-06-20,put
6134,NVDA250620P00065000,2024-12-24 14:38:16+00:00,65.0,0.77,0.74,0.76,0.0,0.0,3.0,16157.0,0.6452672192382812,False,REGULAR,USD,2025-06-20,put
6135,NVDA250620P00065500,2024-12-10 17:59:55+00:00,65.5,0.79,0.76,0.78,0.0,0.0,230.0,2595.0,0.6428258374023439,False,REGULAR,USD,2025-06-20,put
6136,NVDA250620P00066000,2024-12-26 18:21:32+00:00,66.0,0.77,0.77,0.8,-0.09000003,-10.46512,43.0,3172.0,0.639652041015625,False,REGULAR,USD,2025-06-20,put
6137,NVDA250620P00066500,2024-12-19 19:38:05+00:00,66.5,1.02,0.79,0.81,0.0,0.0,1.0,1061.0,0.6362341064453125,False,REGULAR,USD,2025-06-20,put
6138,NVDA250620P00067000,2024-12-23 15:31:23+00:00,67.0,0.94,0.8,0.83,0.0,0.0,20.0,1637.0,0.632816171875,False,REGULAR,USD,2025-06-20,put
6139,NVDA250620P00067500,2024-12-20 20:32:34+00:00,67.5,1.02,0.82,0.85,0.0,0.0,5.0,606.0,0.6303747900390625,False,REGULAR,USD,2025-06-20,put
6140,NVDA250620P00068000,2024-12-24 14:39:32+00:00,68.0,0.87,0.84,0.86,0.0,0.0,2.0,4355.0,0.6269568554687501,False,REGULAR,USD,2025-06-20,put
6141,NVDA250620P00068500,2024-12-05 20:39:23+00:00,68.5,0.78,0.86,0.88,0.0,0.0,20.0,566.0,0.6245154736328126,False,REGULAR,USD,2025-06-20,put
6142,NVDA250620P00069000,2024-12-23 15:31:23+00:00,69.0,1.03,0.88,0.9,0.0,0.0,20.0,2267.0,0.6215858154296876,False,REGULAR,USD,2025-06-20,put
6143,NVDA250620P00069500,2024-12-23 20:47:17+00:00,69.5,0.98,0.89,0.92,0.0,0.0,1.0,1517.0,0.6181678808593751,False,REGULAR,USD,2025-06-20,put
6144,NVDA250620P00070000,2024-12-26 15:29:40+00:00,70.0,0.95,0.92,0.94,0.050000012,5.555557,179.0,44427.0,0.6162147753906251,False,REGULAR,USD,2025-06-20,put
6145,NVDA250620P00070500,2024-12-26 15:08:53+00:00,70.5,0.97,0.94,0.96,0.04000002,4.3010774,293.0,1004.0,0.6135292553710938,False,REGULAR,USD,2025-06-20,put
6146,NVDA250620P00071000,2024-12-26 14:55:54+00:00,71.0,0.99,0.95,0.98,-0.13999999,-12.389379,34.0,2112.0,0.6098671826171876,False,REGULAR,USD,2025-06-20,put
6147,NVDA250620P00072000,2024-12-26 19:19:12+00:00,72.0,1.01,1.0,1.02,0.00999999,0.99999905,64.0,8647.0,0.6049844189453126,False,REGULAR,USD,2025-06-20,put
6148,NVDA250620P00073000,2024-12-26 15:14:27+00:00,73.0,1.1,1.04,1.07,0.07000005,6.7961216,132.0,2220.0,0.5996133789062501,False,REGULAR,USD,2025-06-20,put
6149,NVDA250620P00074000,2024-12-26 15:14:27+00:00,74.0,1.15,1.09,1.12,0.06999993,6.481475,121.0,2434.0,0.5949747534179688,False,REGULAR,USD,2025-06-20,put
6150,NVDA250620P00075000,2024-12-26 19:23:16+00:00,75.0,1.15,1.14,1.16,-0.17000008,-12.878793,573.0,12532.0,0.5893595751953126,False,REGULAR,USD,2025-06-20,put
6151,NVDA250620P00076000,2024-12-20 16:32:30+00:00,76.0,1.54,1.19,1.22,0.0,0.0,2.0,4455.0,0.584965087890625,False,REGULAR,USD,2025-06-20,put
6152,NVDA250620P00077000,2024-12-20 15:33:25+00:00,77.0,1.76,1.24,1.27,0.0,0.0,5.0,2974.0,0.5795940478515625,False,REGULAR,USD,2025-06-20,put
6153,NVDA250620P00078000,2024-12-26 17:39:25+00:00,78.0,1.3,1.3,1.33,-0.04000008,-2.9850807,1.0,4184.0,0.5754436987304687,False,REGULAR,USD,2025-06-20,put
6154,NVDA250620P00079000,2024-12-20 19:09:56+00:00,79.0,1.69,1.36,1.38,0.0,0.0,7.0,2848.0,0.570316796875,False,REGULAR,USD,2025-06-20,put
6155,NVDA250620P00080000,2024-12-26 15:08:42+00:00,80.0,1.48,1.42,1.45,0.09000003,6.474823,41.0,34787.0,0.5661664477539063,False,REGULAR,USD,2025-06-20,put
6156,NVDA250620P00081000,2024-12-24 17:43:34+00:00,81.0,1.49,1.49,1.52,0.0,0.0,11.0,6683.0,0.5622602368164062,False,REGULAR,USD,2025-06-20,put
6157,NVDA250620P00082000,2024-12-17 20:04:24+00:00,82.0,2.05,1.56,1.59,0.0,0.0,305.0,3205.0,0.5581098876953126,False,REGULAR,USD,2025-06-20,put
6158,NVDA250620P00083000,2024-12-20 20:32:46+00:00,83.0,2.13,1.64,1.66,0.0,0.0,7.0,3552.0,0.5542036767578126,False,REGULAR,USD,2025-06-20,put
6159,NVDA250620P00084000,2024-12-26 15:30:04+00:00,84.0,1.8,1.71,1.74,0.089999914,5.2631526,108.0,5862.0,0.5500533276367189,False,REGULAR,USD,2025-06-20,put
6160,NVDA250620P00085000,2024-12-26 19:07:53+00:00,85.0,1.81,1.8,1.82,0.03999996,2.2598848,7.0,28791.0,0.5465133239746094,False,REGULAR,USD,2025-06-20,put
6161,NVDA250620P00086000,2024-12-26 16:51:46+00:00,86.0,1.93,1.89,1.91,0.049999952,2.659572,1.0,5190.0,0.5432174584960938,False,REGULAR,USD,2025-06-20,put
6162,NVDA250620P00088000,2024-12-26 17:39:25+00:00,88.0,2.08,2.08,2.1,-0.32000017,-13.333339,11.0,6369.0,0.5365036584472658,False,REGULAR,USD,2025-06-20,put
6163,NVDA250620P00090000,2024-12-26 19:30:49+00:00,90.0,2.29,2.27,2.3,0.06999993,3.15315,936.0,52527.0,0.5293015820312501,False,REGULAR,USD,2025-06-20,put
6164,NVDA250620P00092000,2024-12-26 19:36:29+00:00,92.0,2.52,2.51,2.53,0.049999952,2.0408144,13.0,6628.0,0.5238084729003907,False,REGULAR,USD,2025-06-20,put
6165,NVDA250620P00093000,2024-12-26 16:20:12+00:00,93.0,2.68,2.64,2.66,-0.03999996,-1.4705868,1.0,4579.0,0.5214891601562499,False,REGULAR,USD,2025-06-20,put
6166,NVDA250620P00094000,2024-12-23 18:41:19+00:00,94.0,3.05,2.76,2.79,0.0,0.0,51.0,4535.0,0.5185595019531251,False,REGULAR,USD,2025-06-20,put
6167,NVDA250620P00095000,2024-12-26 19:02:30+00:00,95.0,2.89,2.89,2.93,0.03000021,1.0489584,64.0,26828.0,0.5158739819335938,False,REGULAR,USD,2025-06-20,put
6168,NVDA250620P00096000,2024-12-26 16:43:08+00:00,96.0,3.1,3.0,3.1,-0.35000014,-10.144932,20.0,9949.0,0.5133105310058592,False,REGULAR,USD,2025-06-20,put
6169,NVDA250620P00097000,2024-12-26 16:41:23+00:00,97.0,3.25,3.15,3.25,-0.29999995,-8.450704,20.0,4418.0,0.5109912182617188,False,REGULAR,USD,2025-06-20,put
6170,NVDA250620P00098000,2024-12-24 16:53:05+00:00,98.0,3.25,3.3,3.4,0.0,0.0,1.0,5673.0,0.5084277673339843,False,REGULAR,USD,2025-06-20,put
6171,NVDA250620P00099000,2024-12-26 16:48:16+00:00,99.0,3.55,3.5,3.55,0.14999986,4.4117603,19.0,6307.0,0.506840869140625,False,REGULAR,USD,2025-06-20,put
6172,NVDA250620P00100000,2024-12-26 19:24:37+00:00,100.0,3.68,3.65,3.7,0.08000016,2.2222269,218.0,41379.0,0.5037891418457032,False,REGULAR,USD,2025-06-20,put
6173,NVDA250620P00101000,2024-12-26 17:12:08+00:00,101.0,3.85,3.8,3.9,0.099999905,2.6666641,4.0,3856.0,0.5015918981933594,False,REGULAR,USD,2025-06-20,put
6174,NVDA250620P00102000,2024-12-23 20:56:06+00:00,102.0,4.35,4.0,4.1,0.0,0.0,1033.0,5056.0,0.5003712072753908,False,REGULAR,USD,2025-06-20,put
6175,NVDA250620P00103000,2024-12-26 16:43:10+00:00,103.0,4.3,4.2,4.3,-0.5999999,-12.244896,15.0,3766.0,0.501103621826172,False,REGULAR,USD,2025-06-20,put
6176,NVDA250620P00104000,2024-12-26 16:43:10+00:00,104.0,4.5,4.4,4.5,0.25,5.882353,17.0,4601.0,0.4991505163574219,False,REGULAR,USD,2025-06-20,put
6177,NVDA250620P00105000,2024-12-26 19:15:20+00:00,105.0,4.62,4.6,4.7,0.099999905,2.2123873,55.0,15277.0,0.4970143072509766,False,REGULAR,USD,2025-06-20,put
6178,NVDA250620P00106000,2024-12-26 16:46:05+00:00,106.0,4.9,4.8,4.9,-0.42000008,-7.894738,23.0,2107.0,0.49457292541503906,False,REGULAR,USD,2025-06-20,put
6179,NVDA250620P00107000,2024-12-26 19:02:18+00:00,107.0,5.05,5.05,5.15,0.23000002,4.7717843,28.0,2943.0,0.49396257995605475,False,REGULAR,USD,2025-06-20,put
6180,NVDA250620P00108000,2024-12-26 16:59:08+00:00,108.0,5.35,5.25,5.35,0.19999981,3.8834913,16.0,3613.0,0.4909718872070313,False,REGULAR,USD,2025-06-20,put
6181,NVDA250620P00109000,2024-12-26 17:09:35+00:00,109.0,5.55,5.5,5.6,-1.5499997,-21.830982,14.0,1733.0,0.4897511962890626,False,REGULAR,USD,2025-06-20,put
6182,NVDA250620P00110000,2024-12-26 19:33:27+00:00,110.0,5.8,5.75,5.85,0.10000038,1.7543927,223.0,29761.0,0.48828636718750007,False,REGULAR,USD,2025-06-20,put
6183,NVDA250620P00111000,2024-12-26 16:43:37+00:00,111.0,6.1,6.0,6.1,-1.3000002,-17.56757,21.0,7691.0,0.4865163653564454,False,REGULAR,USD,2025-06-20,put
6184,NVDA250620P00112000,2024-12-26 16:41:55+00:00,112.0,6.4,6.3,6.4,0.25,4.0650406,20.0,3876.0,0.48627222717285157,False,REGULAR,USD,2025-06-20,put
6185,NVDA250620P00113000,2024-12-26 16:58:02+00:00,113.0,6.65,6.55,6.65,0.25,3.90625,19.0,2084.0,0.483952914428711,False,REGULAR,USD,2025-06-20,put
6186,NVDA250620P00114000,2024-12-26 18:51:34+00:00,114.0,6.8,6.85,6.95,0.20000029,3.0303073,15.0,3762.0,0.4831594653320313,False,REGULAR,USD,2025-06-20,put
6187,NVDA250620P00115000,2024-12-26 19:02:06+00:00,115.0,7.15,7.15,7.25,0.05000019,0.70422804,342.0,14857.0,0.481999808959961,False,REGULAR,USD,2025-06-20,put
6188,NVDA250620P00116000,2024-12-26 18:49:21+00:00,116.0,7.4,7.4,7.55,0.20000029,2.7777817,26.0,2591.0,0.48065704895019534,False,REGULAR,USD,2025-06-20,put
6189,NVDA250620P00117000,2024-12-26 16:59:56+00:00,117.0,7.85,7.75,7.85,0.2999997,3.973506,15.0,3265.0,0.47900911621093745,False,REGULAR,USD,2025-06-20,put
6190,NVDA250620P00118000,2024-12-26 18:28:07+00:00,118.0,8.05,8.05,8.15,-0.019999504,-0.24782534,13.0,3186.0,0.47711704528808596,False,REGULAR,USD,2025-06-20,put
6191,NVDA250620P00119000,2024-12-26 19:30:38+00:00,119.0,8.45,8.4,8.5,0.3000002,3.680984,622.0,2707.0,0.476567734375,False,REGULAR,USD,2025-06-20,put
6192,NVDA250620P00120000,2024-12-26 19:33:27+00:00,120.0,8.75,8.7,8.85,0.10000038,1.1560738,346.0,25977.0,0.4757132507324219,False,REGULAR,USD,2025-06-20,put
6193,NVDA250620P00121000,2024-12-26 15:46:10+00:00,121.0,9.4,9.1,9.2,0.5999994,6.8181753,2.0,3215.0,0.47461462890625,False,REGULAR,USD,2025-06-20,put
6194,NVDA250620P00122000,2024-12-26 15:33:33+00:00,122.0,9.9,9.45,9.55,0.79999924,8.7912,3.0,2533.0,0.4732718688964844,False,REGULAR,USD,2025-06-20,put
6195,NVDA250620P00123000,2024-12-26 17:17:15+00:00,123.0,9.75,9.8,9.9,0.25,2.631579,10.0,2233.0,0.471684970703125,False,REGULAR,USD,2025-06-20,put
6196,NVDA250620P00124000,2024-12-26 18:53:13+00:00,124.0,10.1,10.2,10.3,0.20000076,2.0202098,95.0,3910.0,0.4713187634277344,False,REGULAR,USD,2025-06-20,put
6197,NVDA250620P00125000,2024-12-26 17:38:49+00:00,125.0,10.62,10.6,10.7,0.14000034,1.3358812,25.0,9928.0,0.47070841796875,False,REGULAR,USD,2025-06-20,put
6198,NVDA250620P00126000,2024-12-26 18:56:32+00:00,126.0,10.9,10.95,11.1,0.29999924,2.8301814,15.0,1648.0,0.4697928997802735,False,REGULAR,USD,2025-06-20,put
6199,NVDA250620P00127000,2024-12-26 15:45:33+00:00,127.0,11.75,11.35,11.5,0.75,6.818182,23.0,2663.0,0.4686332434082031,False,REGULAR,USD,2025-06-20,put
6200,NVDA250620P00128000,2024-12-26 17:27:38+00:00,128.0,11.8,11.8,11.9,0.35000038,3.056772,36.0,4023.0,0.46722944885253903,False,REGULAR,USD,2025-06-20,put
6201,NVDA250620P00129000,2024-12-26 16:47:46+00:00,129.0,12.4,12.2,12.3,0.54999924,4.6413436,15.0,1769.0,0.4656120333862305,False,REGULAR,USD,2025-06-20,put
6202,NVDA250620P00130000,2024-12-26 19:05:17+00:00,130.0,12.66,12.65,12.75,0.15999985,1.2799988,99.0,39747.0,0.4651542742919922,False,REGULAR,USD,2025-06-20,put
6203,NVDA250620P00132000,2024-12-26 18:51:46+00:00,132.0,13.45,13.55,13.65,-0.25,-1.8248175,69.0,1963.0,0.46344530700683595,False,REGULAR,USD,2025-06-20,put
6204,NVDA250620P00134000,2024-12-26 18:53:01+00:00,134.0,14.35,14.45,14.6,-0.25,-1.7123287,61.0,1892.0,0.4621635815429688,False,REGULAR,USD,2025-06-20,put
6205,NVDA250620P00135000,2024-12-26 18:35:05+00:00,135.0,14.9,14.95,15.05,0.069999695,0.47201413,17.0,6860.0,0.46045461425781253,False,REGULAR,USD,2025-06-20,put
6206,NVDA250620P00136000,2024-12-26 18:53:29+00:00,136.0,15.3,15.45,15.55,0.05000019,0.3278701,77.0,2035.0,0.45990530334472657,False,REGULAR,USD,2025-06-20,put
6207,NVDA250620P00137000,2024-12-26 18:57:00+00:00,137.0,15.85,15.95,16.05,-0.049999237,-0.3144606,28.0,1403.0,0.4591118542480469,False,REGULAR,USD,2025-06-20,put
6208,NVDA250620P00138000,2024-12-26 19:33:06+00:00,138.0,16.45,16.45,16.55,-0.049999237,-0.3030257,138.0,1173.0,0.45807426696777354,False,REGULAR,USD,2025-06-20,put
6209,NVDA250620P00139000,2024-12-26 19:33:32+00:00,139.0,16.95,16.9,17.05,0.0,0.0,20.0,1834.0,0.4567925415039063,False,REGULAR,USD,2025-06-20,put
6210,NVDA250620P00140000,2024-12-26 18:14:09+00:00,140.0,17.55,17.45,17.55,-0.020000458,-0.113833,37.0,9802.0,0.45532771240234376,False,REGULAR,USD,2025-06-20,put
6211,NVDA250620P00141000,2024-12-26 19:30:38+00:00,141.0,18.02,18.0,18.1,0.30000114,1.6930088,26.0,922.0,0.45490047058105465,True,REGULAR,USD,2025-06-20,put
6212,NVDA250620P00142000,2024-12-26 15:51:32+00:00,142.0,19.05,18.55,18.65,1.0299988,5.715864,4.0,1645.0,0.45429012512207034,True,REGULAR,USD,2025-06-20,put
6213,NVDA250620P00143000,2024-12-26 15:44:15+00:00,143.0,19.6,19.05,19.2,1.0500011,5.6603837,2.0,514.0,0.4534356414794922,True,REGULAR,USD,2025-06-20,put
6214,NVDA250620P00144000,2024-12-26 16:58:11+00:00,144.0,19.85,19.6,19.8,0.20000076,1.0178156,23.0,758.0,0.45361874511718747,True,REGULAR,USD,2025-06-20,put
6215,NVDA250620P00145000,2024-12-26 18:41:29+00:00,145.0,20.15,20.15,20.35,-0.10000038,-0.49382904,114.0,7667.0,0.4523370196533204,True,REGULAR,USD,2025-06-20,put
6216,NVDA250620P00146000,2024-12-26 18:39:37+00:00,146.0,20.75,20.75,20.9,0.5,2.4691358,165.0,921.0,0.45084167327880864,True,REGULAR,USD,2025-06-20,put
6217,NVDA250620P00147000,2024-12-26 19:32:19+00:00,147.0,21.4,21.35,21.45,0.049999237,0.23418845,164.0,829.0,0.44910218872070307,True,REGULAR,USD,2025-06-20,put
6218,NVDA250620P00148000,2024-12-26 16:15:47+00:00,148.0,22.2,21.95,22.05,0.80000114,3.7383232,5.0,634.0,0.4484918432617187,True,REGULAR,USD,2025-06-20,put
6219,NVDA250620P00149000,2024-12-26 16:12:21+00:00,149.0,22.85,22.55,22.65,0.8999996,4.100226,14.0,660.0,0.4476373596191406,True,REGULAR,USD,2025-06-20,put
6220,NVDA250620P00150000,2024-12-26 19:32:19+00:00,150.0,23.17,23.1,23.25,0.42000008,1.8461542,8.0,7194.0,0.44656925506591794,True,REGULAR,USD,2025-06-20,put
6221,NVDA250620P00151000,2024-12-26 15:59:49+00:00,151.0,24.1,23.75,23.9,0.6499996,2.7718532,3.0,401.0,0.44659977233886716,True,REGULAR,USD,2025-06-20,put
6222,NVDA250620P00152000,2024-12-26 16:06:11+00:00,152.0,24.7,24.35,24.55,-0.5999985,-2.3715355,3.0,412.0,0.4464166687011719,True,REGULAR,USD,2025-06-20,put
6223,NVDA250620P00153000,2024-12-26 16:10:41+00:00,153.0,25.35,25.05,25.2,0.8500004,3.4693892,2.0,553.0,0.44598942687988286,True,REGULAR,USD,2025-06-20,put
6224,NVDA250620P00154000,2024-12-26 15:58:45+00:00,154.0,26.05,25.6,25.8,1.0999985,4.4088116,3.0,375.0,0.4441278732299804,True,REGULAR,USD,2025-06-20,put
6225,NVDA250620P00155000,2024-12-26 18:47:45+00:00,155.0,26.25,26.25,26.4,0.27000046,1.0392628,167.0,991.0,0.4420221813964844,True,REGULAR,USD,2025-06-20,put
6226,NVDA250620P00156000,2024-12-26 16:03:04+00:00,156.0,27.25,26.95,27.05,0.8500004,3.2196984,4.0,650.0,0.4410456286621094,True,REGULAR,USD,2025-06-20,put
6227,NVDA250620P00157000,2024-12-26 16:06:50+00:00,157.0,28.05,27.6,27.8,1.1499996,4.2750916,1.0,508.0,0.4424494232177735,True,REGULAR,USD,2025-06-20,put
6228,NVDA250620P00158000,2024-12-26 16:06:05+00:00,158.0,28.6,28.3,28.45,0.8999996,3.249096,1.0,284.0,0.4410761459350586,True,REGULAR,USD,2025-06-20,put
6229,NVDA250620P00159000,2024-12-26 16:09:40+00:00,159.0,29.3,28.95,29.1,1.0499992,3.7168114,1.0,242.0,0.4394892477416992,True,REGULAR,USD,2025-06-20,put
6230,NVDA250620P00160000,2024-12-26 18:09:28+00:00,160.0,29.6,29.6,29.8,0.1400013,0.47522506,24.0,674.0,0.439031488647461,True,REGULAR,USD,2025-06-20,put
6231,NVDA250620P00161000,2024-12-26 15:56:56+00:00,161.0,30.8,30.35,30.45,1.1999989,4.05405,1.0,197.0,0.4370173486328125,True,REGULAR,USD,2025-06-20,put
6232,NVDA250620P00162000,2024-12-26 15:58:44+00:00,162.0,31.4,31.05,31.15,-0.30000114,-0.94637585,12.0,120.0,0.4361628649902344,True,REGULAR,USD,2025-06-20,put
6233,NVDA250620P00163000,2024-12-24 14:36:42+00:00,163.0,31.7,31.75,31.85,0.0,0.0,12.0,137.0,0.435125277709961,True,REGULAR,USD,2025-06-20,put
6234,NVDA250620P00164000,2024-12-26 19:28:51+00:00,164.0,32.45,32.4,32.6,0.6500015,2.04403,8.0,148.0,0.43527786407470703,True,REGULAR,USD,2025-06-20,put
6235,NVDA250620P00165000,2024-12-26 17:17:59+00:00,165.0,32.9,33.1,33.3,0.30000305,0.9202548,20.0,566.0,0.4338435522460938,True,REGULAR,USD,2025-06-20,put
6236,NVDA250620P00166000,2024-12-26 17:10:43+00:00,166.0,33.9,33.85,34.05,-2.5999985,-7.1232834,14.0,126.0,0.43362993133544925,True,REGULAR,USD,2025-06-20,put
6237,NVDA250620P00167000,2024-12-26 15:19:33+00:00,167.0,36.0,34.6,34.75,0.6500015,1.8387597,1.0,94.0,0.43182941223144533,True,REGULAR,USD,2025-06-20,put
6238,NVDA250620P00168000,2024-12-26 19:28:51+00:00,168.0,35.35,35.35,35.55,0.34999847,0.99999565,1.0,226.0,0.432622861328125,True,REGULAR,USD,2025-06-20,put
6239,NVDA250620P00169000,2024-12-24 14:55:42+00:00,169.0,35.35,36.05,36.3,0.0,0.0,5.0,49.0,0.4318904467773438,True,REGULAR,USD,2025-06-20,put
6240,NVDA250620P00170000,2024-12-20 20:12:58+00:00,170.0,41.54,36.85,37.0,0.0,0.0,1.0,266.0,0.42947958221435545,True,REGULAR,USD,2025-06-20,put
6241,NVDA250620P00171000,2024-12-24 14:55:41+00:00,171.0,36.85,37.55,37.75,0.0,0.0,15.0,35.0,0.4283504431152344,True,REGULAR,USD,2025-06-20,put
6242,NVDA250620P00172000,2024-12-19 19:30:26+00:00,172.0,45.3,38.35,38.5,0.0,0.0,1.0,31.0,0.4270076831054688,True,REGULAR,USD,2025-06-20,put
6243,NVDA250620P00173000,2024-12-06 18:50:11+00:00,173.0,37.4,39.05,39.3,0.0,0.0,13.0,58.0,0.42694664855957043,True,REGULAR,USD,2025-06-20,put
6244,NVDA250620P00174000,2024-12-24 17:49:11+00:00,174.0,39.95,39.9,40.15,0.0,0.0,12.0,41.0,0.42828940856933595,True,REGULAR,USD,2025-06-20,put
6245,NVDA250620P00175000,2024-12-18 20:10:56+00:00,175.0,47.7,40.65,40.85,0.0,0.0,3.0,100.0,0.4248714739990235,True,REGULAR,USD,2025-06-20,put
6246,NVDA250620P00176000,2024-12-19 15:15:06+00:00,176.0,48.6,41.45,41.7,0.0,0.0,14.0,46.0,0.4258480267333985,True,REGULAR,USD,2025-06-20,put
6247,NVDA250620P00177000,2024-12-24 15:26:55+00:00,177.0,41.6,42.2,42.45,0.0,0.0,22.0,44.0,0.42358974853515624,True,REGULAR,USD,2025-06-20,put
6248,NVDA250620P00178000,2024-12-24 16:44:48+00:00,178.0,42.15,43.05,43.25,0.0,0.0,10.0,22.0,0.4226742303466796,True,REGULAR,USD,2025-06-20,put
6249,NVDA250620P00179000,2024-12-23 19:15:02+00:00,179.0,44.55,43.8,44.05,0.0,0.0,16.0,170.0,0.4215756085205078,True,REGULAR,USD,2025-06-20,put
6250,NVDA250620P00180000,2024-12-24 17:40:43+00:00,180.0,44.6,44.6,44.95,0.0,0.0,10.0,340.0,0.42358974853515624,True,REGULAR,USD,2025-06-20,put
6251,NVDA250620P00181000,2024-12-24 16:08:39+00:00,181.0,44.55,45.45,45.65,0.0,0.0,10.0,41.0,0.4188290539550781,True,REGULAR,USD,2025-06-20,put
6252,NVDA250620P00182000,2024-12-24 14:56:55+00:00,182.0,45.3,46.25,46.5,0.0,0.0,10.0,38.0,0.41889008850097653,True,REGULAR,USD,2025-06-20,put
6253,NVDA250620P00183000,2024-12-24 15:44:11+00:00,183.0,46.45,47.05,47.35,0.0,0.0,12.0,19.0,0.4187680194091796,True,REGULAR,USD,2025-06-20,put
6254,NVDA250620P00184000,2024-12-26 15:51:37+00:00,184.0,48.7,47.9,48.2,1.6000023,3.3970325,10.0,24.0,0.4185238812255859,True,REGULAR,USD,2025-06-20,put
6255,NVDA250620P00185000,2024-12-24 15:57:08+00:00,185.0,47.75,48.75,49.0,0.0,0.0,11.0,65.0,0.4163266375732422,True,REGULAR,USD,2025-06-20,put
6256,NVDA250620P00186000,2024-12-19 20:43:27+00:00,186.0,57.5,49.55,49.95,0.0,0.0,13.0,21.0,0.4193173303222656,True,REGULAR,USD,2025-06-20,put
6257,NVDA250620P00187000,2024-12-19 15:39:56+00:00,187.0,59.4,50.4,50.7,0.0,0.0,2.0,392.0,0.4149228430175781,True,REGULAR,USD,2025-06-20,put
6258,NVDA250620P00188000,2024-12-26 18:25:16+00:00,188.0,51.1,51.25,51.5,-0.20000076,-0.38986504,5.0,27.0,0.41211525390625,True,REGULAR,USD,2025-06-20,put
6259,NVDA250620P00189000,2024-12-24 15:07:22+00:00,189.0,50.8,52.1,52.4,0.0,0.0,5.0,60.0,0.4129087030029296,True,REGULAR,USD,2025-06-20,put
6260,NVDA250620P00190000,2024-12-24 17:39:50+00:00,190.0,53.15,52.95,53.25,0.0,0.0,20.0,151.0,0.4116269775390625,True,REGULAR,USD,2025-06-20,put
